userId,testItems
4,28102 31731 2953 15378 18741
5,15743 15280 27836 9980 18787
8,505 24226 10119 27686 12222
9,12866 27240 5575 10246 3048
13,9961 15016 16169 12596 35300
18,4475 16425 14020 17097 22341
19,6111 4381 12651 7406 32023
23,33443 28199 31992 8717 7967
26,20262 12853 15086 30433 33194
29,133 29261 27686 17821 20428
31,34276 27054 19748 22982 6951
32,19529 1076 30019 29261 6111
33,9893 24902 6189 3665 13367
35,12113 32780 26104 5945 19798
37,32083 34771 30795 15599 21448
51,5889 15269 27761 33475 32347
52,4554 21918 27584 15417 13726
53,13252 27460 26500 34358 8727
54,25007 17733 23211 13367 32916
61,9052 32287 28964 26804 405
64,5042 33475 32347 33173 29848
69,30592 11070 10546 34070 24894
76,6871 34961 31992 33526 6773
78,22341 22029 2817 35275 21459
79,36723 30653 4039 32915 4768
85,8146 33475 32347 33173 29848
89,34789 30653 26804 13264 8875
92,8183 33562 12029 7787 27885
93,12409 33475 32347 33173 29848
95,19573 33475 32347 33173 29848
100,31506 30989 20920 6699 28821
104,11366 12669 9793 9012 33048
105,10059 29239 36157 13220 3551
109,4814 21913 2339 28761 24880
110,23217 23188 26686 8759 27569
111,20965 27943 4410 33475 32347
112,26352 15113 4288 26500 34358
122,33475 32347 33173 29848 3431
126,4327 32992 27885 19072 11157
131,18389 31444 33173 30653 29308
132,2990 30925 27776 21372 17272
136,24603 22976 12102 6893 8519
140,4768 21818 5901 26846 2824
144,35762 33550 22338 21386 19578
145,17678 3007 1617 33090 32602
146,5900 4228 14899 7036 5016
151,12879 33475 30910 25938 15983
152,31759 30584 31101 28102 26538
155,36004 25013 10178 33451 30017
156,12409 33475 32347 33173 29848
160,12584 27584 3753 10119 4244
162,3514 19618 36179 7069 10365
164,6184 4 23240 7392 33562
165,22480 17266 28046 11724 6819
166,9445 26484 24946 15306 21613
169,32375 32844 32337 6003 23662
173,36158 8233 33224 32327 30712
179,14834 3985 33475 32347 33173
184,26791 6599 13649 7114 21036
185,22960 17973 17756 32888 2623
186,33173 31992 23516 13886 6111
187,34517 20635 14705 32199 7917
189,16511 17149 29824 9567 9515
190,28199 32464 2670 31341 17648
191,15449 32957 6703 2339 31144
197,29735 10625 4225 12752 30942
205,12454 8394 6263 9047 16556
208,35819 21247 4327 3366 10514
209,33788 30938 13498 25304 14960
217,21717 12656 27508 14940 26491
218,20262 12853 15086 30433 33194
222,17207 2143 24512 15917 22102
223,33726 27650 21299 3496 6627
234,29260 28401 3457 19242 19907
240,30821 10701 4249 27727 25436
246,36306 34708 26472 17695 16738
247,13358 26454 6627 9233 26088
250,17455 13825 16730 6461 36135
257,12614 11147 34803 15543 9035
258,34708 16738 33755 16153 36812
268,33546 22796 29989 29574 33175
269,27507 18826 7368 20757 12029
270,17529 18389 14572 24626 5945
274,30595 15971 25656 7138 27858
278,1340 25645 23293 6516 21157
281,25920 13440 36812 13754 35199
288,27847 29463 22713 23014 31817
294,18116 33475 32347 33173 29848
296,32083 21484 15973 22824 27275
299,26741 27116 18966 17082 8156
301,25518 7312 6185 26743 7815
308,26951 3456 36109 29428 22803
