userId,testItems
4,37130 36872 36370 36087 35315
5,35158 28083 15469 14553 2909
8,36957 36780 36772 36591 35999
9,35381 31366 29947 29570 29452
13,33780 33726 37091 32308 24914
18,35345 29534 13354 3412 21101
19,36942 36853 36844 36690 36674
23,37078 36853 36542 34061 33761
26,36543 36248 35655 35486 35454
29,33500 19897 2453 36078 35980
31,36728 35391 35367 32777 30091
32,33173 17463 37065 36811 36456
33,34223 28514 2143 2070 20964
35,36843 36248 35328 35300 35105
37,35391 34771 32636 32332 30795
51,36835 35762 33550 33250 30982
52,36942 36853 36844 36690 36674
53,20635 16501 35300 16412 6839
54,37065 36248 33700 33614 33543
61,32128 30284 28207 24236 23288
64,30100 27409 23173 13701 7597
69,28192 19259 8191 20076 36056
76,36116 34924 33500 32636 31002
78,36584 35100 34505 33183 30098
79,20255 16730 15638 14839 272
85,32705 27953 16491 3301 33402
89,28581 5951 35391 14217 21529
92,32956 32916 31287 30727 29915
93,35762 33550 22338 21386 19578
95,36297 25904 5926 5292 4467
100,11366 8759 33562 33173 2049
104,15306 26687 17536 16716 2943
105,36984 33400 33090 32868 32695
109,37140 35953 28199 26951 10059
110,31759 34796 29507 27660 19752
111,36599 32806 32777 30142 22324
112,35738 35142 34906 33967 33173
122,37083 35391 30925 30072 28910
126,36957 33629 30173 28431 27885
131,33475 27502 10685 9324 2041
132,34223 28514 2143 2070 11964
136,34195 33173 32019 31240 29915
140,36795 36784 35390 35224 34517
144,35762 33550 22338 21386 19578
145,37108 36998 36559 36194 35318
146,34930 34633 34146 33806 33398
151,35458 34234 33874 33550 30910
152,31037 29848 27971 27923 24716
155,36004 25013 10178 33451 30017
156,36942 36811 36728 36461 35738
160,34903 33597 26846 25257 18513
162,35331 31383 27583 22405 20608
164,35714 35315 35300 35247 34848
165,10669 5844 2464 33546 28527
166,34365 28053 36853 36087 33680
169,32375 32357 28185 21263 20620
173,34868 32479 32379 29915 29848
179,33173 26332 25363 23569 20407
184,26349 32573 27132 23589 23481
185,36942 36853 36844 36690 36674
186,34260 33686 30616 11682 2522
187,26197 23507 32479 28385 27660
189,33173 54 33598 22002 21913
190,36281 34715 32272 30942 30699
191,31144 30824 28946 26576 26305
197,36599 32806 32777 30942 30142
205,36492 35708 35247 35100 34799
208,35819 35300 33301 31515 30821
209,24786 6773 29570 28103 26468
217,36501 34517 33761 33707 33674
218,37091 36543 36248 35655 35486
222,30137 7706 36403 32169 7492
223,54 36599 34517 30653 27569
234,32760 31950 27481 18596 18165
240,20562 19837 12653 5770 603
246,32615 31180 29268 28814 27836
247,36872 36552 35655 34351 34223
250,33603 31497 23282 22272 22211
257,32375 23145 16845 4266 21099
258,25257 3259 26349 28688 26332
268,29989 29574 34903 34365 33475
269,35486 34773 33828 33818 33175
270,37132 36333 35300 31978 31615
274,36111 34351 34260 33558 33266
278,37065 36872 36811 36723 36023
281,5572 33562 30087 19127 10546
288,36853 36194 34480 34365 32883
294,36087 34867 32684 32224 31069
296,35939 35095 34223 33361 33266
299,35738 35422 34961 30982 28431
301,36982 36745 36598 36583 36288
308,35390 30898 29915 29901 26046
310,36942 36853 36844 36690 36674
312,36281 36248 36116 36068 34930
314,35608 34084 33628 33173 32956
318,15593 33598 29452 27016 23089
321,11665 9949 25616 15746 30015
326,35247 6764 31037 14039 2911
327,33173 30718 34365 28053 36853
333,9404 33219 11486 31274 23506
336,34070 33603 33500 33475 31984
337,26652 19030 17708 7966 37065
339,34205 31992 29888 7368 36869
344,14616 36835 36192 35738 35142
350,30059 28932 25257 22826 9257
353,30414 11879 10200 9855 7480
355,36204 36140 30861 29389 17583
359,27016 7748 36056 26299 24630
361,35300 34602 30653 22976 22850
364,16499 32083 12384 4105 16425
365,35350 30704 29184 29115 27847
374,35391 28159 26391 22013 19024
375,31037 29848 27971 27923 24716
376,37065 36811 36023 33961 33598
378,36660 34441 34403 32265 29448
379,34737 19748 13917 3875 1415
380,36598 35860 35224 35149 34517
383,37130 36872 36370 34351 33500
385,36960 36917 36607 36599 36370
388,37091 35300 29010 26468 26454
390,20635 17648 866 19141 4310
393,35604 7390 35210 28190 14416
399,36869 36248 33173 32347 32038
401,37078 36853 36542 34061 33761
405,35006 23598 19478 15743 15566
412,37126 37033 36872 36853 36511
413,36543 35372 34517 28650 25886
415,10903 2597 36461 35738 35647
418,37108 36724 36650 36503 36168
431,36584 35919 35454 35345 34906
433,28303 21859 16458 26088 35886
441,36853 36599 34480 33475 31069
443,30278 35416 36157 34043 26028
445,34223 12866 10059 27132 15222
449,21652 21469 18970 17494 3223
456,36660 32081 25500 24786 18344
458,35628 35600 35588 35454 35265
459,35804 10758 3398 32916 28030
463,26197 37108 37053 36865 36853
466,29807 19476 18789 9123 2442
477,27971 24716 24034 23030 22850
478,36865 36607 36248 36026 35967
481,36587 35630 20033 16184 36918
487,33475 26046 17694 17150 20790
488,27464 16766 15983 12180 8475
491,36564 34674 33173 29642 29184
494,34717 12504 37091 36192 35300
503,37053 36892 36843 36723 36645
504,36745 34924 33574 33562 33173
508,35738 34891 31992 31526 31136
509,13726 36378 36179 32130 29947
510,37065 36872 36811 36023 34602
511,26535 34448 29534 18642 10454
516,29005 13891 5225 4439 2817
524,36068 32806 32656 32308 27526
527,36872 36543 36248 36109 32780
531,15814 3974 34480 25645 20055
532,33780 20620 13473 11366 6627
541,36872 36835 36483 35846 35738
542,32128 30284 28207 24236 23288
543,33475 32347 33173 29848 3431
549,13370 4729 35646 30822 28578
551,33475 30616 30358 26484 24263
559,33475 32347 33173 29848 3431
565,37078 36853 36542 34061 33761
568,36982 36745 36598 36583 36288
569,35894 18099 8447 8035 7501
572,31796 20256 17034 37078 36853
582,35819 35300 33598 33301 31992
589,37091 36917 36192 35300 35149
590,33699 29570 28102 16584 13473
592,27716 27541 24421 23254 17982
595,35608 33628 33173 32956 31825
599,37078 36853 36542 34061 33761
600,36942 36853 36844 36690 36674
603,27660 7008 6186 30967 27453
605,30514 6951 35300 33037 30898
606,35391 35315 34930 34848 34517
615,36723 36490 36248 34891 34365
616,35390 30758 30653 28139 26804
617,30964 28701 17515 15293 13892
621,37065 36795 36490 36035 35321
632,26657 33500 551 32162 25696
643,37065 36811 36023 35695 35265
646,36087 34867 32684 32224 31069
651,31992 29888 27451 27343 25952
652,35391 33282 32332 29115 27508
653,30942 24834 24512 23188 22312
654,37078 36853 36542 34061 33761
658,37065 10685 8216 35551 31978
659,33173 30100 27409 23173 18117
663,34517 33298 33175 33173 32347
665,34774 30150 28946 27747 26889
673,33475 32347 33173 29848 3431
675,31992 21717 19858 6014 36872
680,24834 28966 12689 19801 15839
681,33500 33475 32265 26726 23137
684,32566 30327 28012 24716 22300
691,35604 30059 28932 27652 25257
696,24470 27871 20532 16578 19338
700,35874 33562 31828 29255 25304
705,35819 20516 31796 30718 20256
706,34595 25984 17107 35332 31992
710,34930 34480 33546 33173 32347
712,36872 35318 33400 32780 32025
713,37006 36812 36434 35100 34517
715,36087 34867 33631 33500 33130
717,35149 34223 32437 27885 27376
722,35020 20888 18222 13701 13530
725,35970 35935 35427 33631 31205
729,35874 19426 34365 34191 22347
733,36835 36192 35738 35142 34891
739,34924 33500 32636 30360 27526
741,35071 34657 30653 29723 29184
744,33475 32347 33173 29848 3431
747,37033 36903 36869 36795 36777
750,36584 35551 35300 34973 34505
757,31037 29848 27971 27923 24716
759,37111 36973 29129 27562 24495
761,37033 36903 36869 36795 36777
773,4543 23462 22002 8966 35071
777,31828 29255 25304 19696 16059
780,37065 36811 36023 34602 33961
782,37132 35100 32128 30284 30278
784,31992 33663 1728 28076 10200
787,36872 33551 33173 32956 32916
788,37033 36903 36869 36795 36777
789,36501 35410 34338 33818 32153
791,27485 20489 19367 15928 31086
792,36942 36853 36844 36690 36674
796,35020 30453 21484 20888 18222
801,36811 35179 32980 32820 24763
806,17856 13574 33709 27303 6482
808,22565 22029 20262 18693 16644
810,27595 36917 36598 36321 35860
813,30704 30514 29452 19022 27116
816,31405 20689 14056 9335 8214
820,36501 35410 34338 33818 29848
826,32916 14101 15293 15119 34796
827,37078 36853 36542 34061 33761
828,11964 9607 1742 30278 25705
831,32656 32308 25408 23398 16386
833,33666 20358 26332 13782 7469
834,35158 33807 33516 30684 29736
835,36872 36461 35695 35071 34657
839,33562 32777 32130 22461 19419
850,36960 36607 36599 36370 36213
852,37065 35100 32347 32164 32083
853,36925 34973 34441 34070 34000
854,37108 36998 36559 36194 35318
857,34774 34229 32813 28431 27131
862,34379 33855 33620 31631 30578
867,37108 36853 36607 35746 35738
869,36607 35434 35252 33953 33840
873,37091 36192 35300 35149 33788
874,36942 36853 36844 36690 36674
879,19718 18449 13119 32916 24834
883,37083 36795 35882 35391 34365
884,36179 34803 34774 32130 30317
886,34365 26576 26197 21146 19072
888,35687 30982 876 21263 14932
890,22976 16223 15469 14101 7444
899,32656 32308 25408 23398 16386
900,33562 33315 26804 24512 24021
905,12332 37078 36853 36542 34061
907,36811 34436 29888 27433 25476
908,36957 36599 36477 35738 35705
909,37033 36903 36872 36784 36777
916,33475 32347 33173 29848 3431
919,35202 34470 26010 24257 9380
926,29318 26681 32956 32798 31687
927,29507 27660 19752 10701 5054
929,35888 28213 25938 23282 22029
937,25876 23507 22813 21913 21765
942,35604 7390 35210 28190 14416
944,37108 36853 36607 36599 36542
946,36835 36192 35738 35142 34891
947,34201 20461 17152 29813 20329
949,36973 36918 34826 32530 32438
956,32916 14101 36872 36583 35616
958,24996 29221 14480 6973 23145
961,37108 37065 37053 36865 36853
968,37053 36865 36542 36248 36026
969,24152 26088 35886 35112 27202
972,31383 32615 31180 29268 28814
