userId,testItems
4,28102 31731 2953 15378 18741
5,269 15851 5612 27776 3899
8,29915 28109 35999 31662 29150
9,29915 28109 4546 28059 25363
13,27923 24716 24034 23030 22850
18,36061 29046 22552 21101 8358
19,16766 32347 9723 11151 8759
23,33443 28199 31992 8717 7967
26,20262 12853 15086 30433 33194
29,133 29261 27686 17821 20428
31,34276 27054 19748 22982 6951
32,32340 31239 21108 19565 14319
33,9893 24902 6189 3665 13367
35,36543 35372 28650 25886 23282
37,36757 35391 32332 29115 20428
51,36543 35372 28650 25886 1745
52,36248 9783 9097 7497 6855
53,5054 4851 2911 28325 5993
54,16766 25196 11366 9723 33614
61,19837 32287 33543 27928 23777
64,15743 25312 19791 19379 16766
69,36370 26401 19419 19072 18506
76,23507 23540 16766 31992 30142
78,22341 22029 2817 35275 21459
79,16730 20255 14839 30125 22546
85,22029 12635 27953 16491 9577
89,34789 30653 26804 13264 8875
92,8183 33562 12029 7787 27885
93,32476 27131 6459 35300 34715
95,33500 23282 36370 26401 19419
100,17950 1659 11366 8759 17936
104,15306 34903 33475 30367 23213
105,10059 29239 36157 13220 3551
109,36598 35860 35224 35149 34517
110,31759 36691 35151 34756 32164
111,17694 17150 36599 32806 32777
112,26352 15113 4288 26500 34358
122,22301 20390 2781 2036 35486
126,35454 28053 35151 34867 34756
131,33475 32777 23261 28036 3609
132,2990 30925 27776 21372 17272
136,23282 6343 6391 33500 34808
140,4768 21818 5901 26846 2824
144,35762 33550 22338 21386 19578
145,17678 3007 1617 33090 32602
146,5900 4228 14899 7036 5016
151,19565 4814 30729 30910 26889
152,30059 28932 25257 22826 5624
155,33603 33213 33173 30478 28083
156,32476 27131 6459 35300 34715
160,21263 5806 36526 30982 29221
162,36853 36542 34061 33761 32897
164,17648 35646 30822 28578 28182
165,31731 18830 3958 32777 23507
166,34365 23282 6343 36853 36087
169,32375 32844 32337 6003 23662
173,7824 8752 29301 14741 13197
179,5572 29355 29301 8759 7274
184,9787 33166 26349 33282 32332
185,32460 30182 25554 19243 19022
186,34260 33686 11682 2522 30616
187,26197 23507 22824 23540 19020
189,30758 26197 17813 11403 4020
190,28199 32464 2670 31341 17648
191,15449 23240 32957 6703 2339
197,33558 29184 27856 24012 21727
205,12454 8394 6263 9047 16556
