userId,testItems
4,15378 2953 34271 17380 33475
5,15743 27836 9980 33475 32777
8,27686 24226 23282 12222 10119
9,27240 33475 32777 23261 28036
13,30360 16169 9961 22870 4976
18,4475 16425 14020 17097 33475
19,33475 32777 23261 28036 3609
23,33443 33475 32777 23261 28036
26,30433 33780 17763 33475 32777
29,133 17821 29261 27686 28103
31,34276 27054 19748 22982 6951
32,30019 33475 32777 23261 28036
33,28199 27132 21199 13367 12255
35,12113 26104 6627 33475 32777
37,22029 34771 32083 30795 29464
51,15269 33475 32777 23261 28036
52,21918 15417 31037 19452 10514
53,33475 32777 23261 28036 3609
54,32916 25007 23211 20941 17733
61,9052 35953 32347 30453 18099
64,5042 33475 32777 23261 28036
69,11070 10546 34070 30592 24894
76,34961 31992 6871 22813 6773
78,35275 22341 21459 33475 32777
79,36723 36804 36248 32260 29184
85,33475 32777 23261 28036 3609
89,26804 13264 8875 13186 34789
92,12029 33562 28431 27885 8183
93,33475 32777 23261 28036 3609
95,33475 32777 23261 28036 3609
100,31506 28821 17936 32380 33475
104,33475 32777 23261 28036 3609
105,3551 33475 32777 23261 28036
109,21913 2339 28761 24880 12264
110,26686 23188 8759 23217 21765
111,20965 27943 4410 33475 32777
112,33475 32777 23261 28036 3609
122,33475 32777 23261 28036 3609
126,33475 32777 23261 28036 3609
131,33475 32777 23261 28036 3609
132,2990 37065 33961 30925 22976
136,22976 12102 14101 22870 35527
140,23827 15743 8941 4768 21818
144,35762 33550 22338 21386 19578
145,24230 21996 6552 5475 37108
146,25694 26846 33475 32777 23261
151,12879 34595 35984 24765 15983
152,31759 31101 28102 28688 26815
155,36004 25013 10178 33451 30017
156,33475 32777 23261 28036 3609
160,12584 27584 3753 10119 4244
162,36179 19618 3514 7069 29301
164,7392 6184 33562 11553 4
165,22480 17266 6819 12866 22029
166,27207 9573 7657 4634 26484
169,23662 21495 33475 32777 23261
173,36158 8233 32327 30712 34046
179,33475 32777 23261 28036 3609
184,33475 32777 23261 28036 3609
185,17973 17756 13913 32888 22960
186,33173 31992 23516 18049 13886
187,34517 20635 33475 32777 23261
189,16511 17149 29824 3413 19182
190,29005 16571 8278 30182 27969
191,23240 14351 52 28514 12436
197,33475 32777 23261 28036 3609
205,33475 32777 23261 28036 3609
208,10514 33475 32777 23261 28036
209,33788 30938 13498 33475 32777
217,21717 26491 14940 27508 21187
