userId,testItems
4,28102 31731 2953 9420 15378
5,15743 35738 3674 15280 27836
8,505 24226 10119 27686 12222
9,12866 27240 782 5575 10246
13,9961 15016 16169 12596 35300
18,4475 2247 28964 13530 27409
19,29736 12362 6598 4195 33475
23,33443 3899 28199 26884 28821
26,20262 12853 15086 33925 22976
29,133 29261 27686 17821 20428
31,34276 27054 19748 22982 6951
32,19529 17389 16367 1076 36543
33,9893 24902 6189 3665 13367
35,12113 32780 26104 5945 19798
37,32083 34771 30795 15599 21448
51,25920 15746 15488 36109 5889
52,4554 21918 27584 14366 15417
53,33603 23282 34930 23633 20635
54,25007 17733 23211 13367 32916
61,9052 20915 32287 28964 26804
64,17645 786 23049 1397 531
69,30592 11070 10546 34070 24894
76,6871 34961 31992 33526 6773
78,22341 7342 1447 22029 2817
79,36723 30653 4039 32915 4768
85,3496 30717 19271 2911 35628
89,34789 17676 30653 26804 13264
92,8183 33562 12029 7787 27885
93,25185 14738 32916 14533 35300
95,10546 9420 21913 21606 5352
100,31506 30989 20920 20965 1053
104,19127 9415 27477 18791 11366
105,6476 10059 29239 36157 33562
109,5292 22385 27713 4814 21913
110,23217 23188 26686 8759 27569
111,30622 19500 10446 2522 1076
112,31136 36109 35300 27322 6821
122,7287 33475 32777 23261 28036
126,4327 32992 133 27885 19072
131,33475 32777 23261 28036 3609
132,2990 30925 27776 21372 17272
136,269 24603 29112 22976 12102
140,4768 21818 5901 26846 2824
144,35762 33550 22338 21386 19578
145,17678 3007 1617 33090 32602
146,8394 5900 22976 4228 14899
151,12879 26364 11891 30653 33475
152,33475 32777 23261 28036 3609
155,33475 32777 23261 28036 3609
156,25185 14738 32916 14533 35300
160,12584 27584 3753 10119 4244
162,3514 19618 36179 8967 16367
164,6184 4 23240 7392 33562
165,22480 17266 28046 11724 6819
166,9445 26484 24946 15306 21613
169,8545 33603 32375 11862 35001
173,33609 36158 8233 33224 12734
179,34223 34365 29355 8134 33475
184,33475 3216 26791 15743 33788
185,22960 17973 17756 32888 2623
186,33173 31992 23516 13886 6111
187,34517 20635 14705 19798 32199
189,16511 17149 29824 9567 9515
190,28199 32464 2670 31341 17648
191,15449 23240 32957 6703 2339
197,29735 10625 4225 6773 34930
205,34223 1456 16153 10446 562
208,35819 29781 21247 4327 21263
209,33788 30938 13498 25304 33475
217,21717 12656 27508 14940 26491
218,20262 12853 15086 33925 30433
222,17207 2143 18468 24512 27824
223,33726 27650 21299 9404 3496
234,29260 31254 17782 16484 36982
240,30821 28701 27660 27097 10701
246,31992 36306 34708 26472 17695
247,13358 26454 6627 14480 10469
250,17455 13825 8821 16730 6461
257,12614 7811 11147 34803 27569
258,31992 34708 16738 23516 19001
268,33546 22796 29989 29574 33175
269,27507 18826 7368 20757 12029
270,17529 18389 35367 14572 24626
274,30595 3841 32464 12734 24639
278,17648 1397 15452 384 13069
281,18016 1076 2712 7824 17411
288,27847 29463 22713 23014 31817
294,30131 18116 28194 16766 2041
296,32083 21484 15973 22824 34771
299,26741 27116 18966 17082 8156
301,25518 7312 6185 26743 7815
308,26951 3456 36795 36109 26454
310,14351 1363 17597 52 17235
312,23188 17389 16877 4722 4039
314,35390 6343 17152 1190 4228
318,15452 7368 19127 7923 6699
321,28932 11083 14690 5261 23014
326,10446 20876 17745 16766 16153
327,16345 23676 21913 35158 32797
333,32291 11486 18546 5806 31274
336,6773 4955 17207 27009 27847
337,33603 7966 9557 14932 9172
339,10059 2339 28289 11176 19725
344,27923 22290 10109 30622 4301
350,25364 3409 16988 15072 34351
353,36955 12354 19637 1942 31924
355,13707 32642 20975 15534 10300
359,14020 19838 7569 33740 34850
361,12614 7811 11147 34803 27569
364,16425 1448 15252 573 4122
365,33475 32777 23261 28036 3609
374,16716 30964 13473 14337 33475
375,17815 14785 31444 14616 12596
376,10734 17644 27629 23775 10518
378,35300 18741 4638 35754 31446
379,36492 12124 26147 12354 34703
380,36248 30595 3841 18741 3216
383,34977 19801 35318 30483 22297
