2738,1,0.074125
4716,1,0.023008
13298,1,0.075556
15122,1,0.10915
11326,2,0.19597
3406,3,0.026083
3906,3,0.099386
6345,3,0.045537
7393,3,0.030484
815,4,0.66436
1544,4,0.088379
1871,4,0.26667
2418,4,0.33656
2936,4,0.58321
4846,4,0.123
5390,4,0.35994
5577,4,0.22866
5899,4,0.26494
6469,4,0.093569
6827,4,0.036255
7251,4,0.49266
7673,4,0.74741
8071,4,0.13249
8456,4,0.1118
8564,4,0.10084
9012,4,0.22733
9274,4,0.37964
9899,4,0.56433
10046,4,0.76613
10197,4,0.85749
10199,4,0.15476
10294,4,0.10458
10374,4,0.46018
10552,4,0.46524
10810,4,0.064457
10836,4,0.55602
10954,4,0.1837
11607,4,0.47767
11743,4,0.70711
12099,4,0.093491
12395,4,0.092772
13195,4,0.23421
13446,4,0.076696
14981,4,0.25607
15280,4,0.068981
99,5,0.51745
1246,5,0.073422
3128,5,0.056614
7550,5,0.11525
8867,5,0.10434
9849,5,0.023471
11073,5,0.1179
12015,5,0.0065638
12048,5,0.096035
13126,5,0.14914
13140,5,0.6247
13179,5,0.12665
4911,6,0.27643
6345,6,0.045537
7393,6,0.030484
11868,6,0.042197
12015,6,0.045946
12323,6,0.048173
13787,6,0.23438
4248,8,0.096213
12838,9,0.13371
3136,10,0.21577
5351,10,0.5145
8218,10,0.075674
8295,10,0.25713
9859,10,0.10879
10674,10,0.16788
13868,10,0.060311
2185,11,0.25678
1133,12,0.18742
1649,12,0.16692
1734,12,0.33915
1747,12,0.6
2541,12,0.8165
2785,12,0.3721
2854,12,0.078727
3198,12,0.23801
3266,12,0.13416
3358,12,0.22743
3667,12,0.12746
3743,12,0.16559
3772,12,0.24873
3951,12,0.16957
4026,12,0.037647
4394,12,0.14003
5249,12,0.10863
5327,12,0.17511
5363,12,0.31974
6101,12,0.17861
6247,12,0.26236
6586,12,0.21779
7020,12,0.033132
7628,12,0.15645
7817,12,0.12083
7855,12,0.17689
8035,12,0.14428
8145,12,0.21633
8187,12,0.27289
8340,12,0.067317
9151,12,0.75258
9403,12,0.15339
10278,12,0.097823
10810,12,0.032229
11229,12,0.33333
11467,12,0.46108
11641,12,0.14639
11883,12,0.25725
11961,12,0.077863
12108,12,0.059549
12151,12,0.22069
12180,12,0.44721
12752,12,0.044013
12815,12,0.17349
12964,12,0.073759
13018,12,0.38411
13780,12,0.094491
13928,12,0.12399
14404,12,0.24318
14627,12,0.59976
15074,12,0.17996
15122,12,0.16372
1174,13,0.18479
1236,13,0.044736
3507,13,0.098105
11868,14,0.042197
3418,15,0.14404
4672,15,0.058824
9052,15,0.038047
9520,15,0.10769
4716,16,0.034512
2499,18,0.17508
4100,18,0.073119
6866,18,0.24838
7628,18,0.1341
9710,18,0.12769
14472,18,0.22283
14572,18,0.094356
13504,22,0.4132
1341,24,0.16825
12567,24,0.044499
12658,25,0.70711
3152,26,0.10426
10810,27,0.04512
2465,29,0.81923
8539,29,0.1627
10810,29,0.064457
14685,29,0.10103
152,30,0.032704
3903,30,0.20283
9786,30,0.15858
15116,31,0.86164
7393,32,0.030484
7355,33,0.39752
1422,34,0.48245
2264,35,0.29192
4668,35,0.036817
9367,35,0.10626
12822,36,0.026922
14997,37,0.41983
14154,38,0.49747
846,39,0.066396
955,39,0.65094
2732,39,0.10659
7965,39,0.11521
9297,39,0.13937
12132,39,0.4454
12745,39,0.071443
1875,41,0.062473
4591,42,0.14928
9566,42,0.3337
2345,43,0.077133
4469,43,0.2521
915,45,0.085344
5337,45,0.29324
5676,45,0.13219
6313,45,0.31164
10098,45,0.15451
10128,45,0.053044
12369,45,0.044105
4386,46,0.034767
2870,47,0.047104
1263,48,0.15396
4413,48,0.19612
4724,48,0.10587
7571,48,0.02876
7886,48,0.092149
7918,48,0.080862
9644,48,0.5
13045,48,0.1032
298,49,0.07929
330,49,0.056865
497,49,0.35112
842,49,0.031089
1517,49,0.30002
1793,49,0.008568
3003,49,0.31449
3856,49,0.44721
3873,49,0.68349
4026,49,0.050196
5001,49,1
5417,49,0.059359
5448,49,0.04897
6072,49,0.021628
6243,49,0.05376
6246,49,0.29428
6418,49,0.029735
6762,49,0.70711
7301,49,0.5232
7336,49,0.064475
8582,49,0.23596
9078,49,0.033892
9186,49,0.34698
9366,49,0.092748
9453,49,0.1258
9624,49,0.055641
10118,49,0.073872
12194,49,0.10102
12741,49,0.054473
12919,49,0.057267
13062,49,0.034943
13176,49,0.66441
13386,49,0.11496
13970,49,0.052585
14067,49,0.18925
14814,49,0.052058
15174,49,0.014939
15326,49,0.083754
3118,50,0.10321
8854,50,0.099504
5116,51,0.071147
127,52,0.22942
760,52,0.1923
1003,52,0.06495
1236,52,0.067104
1421,52,0.4264
1813,52,0.5285
2603,52,0.22083
3218,52,0.13846
3409,52,0.18349
3533,52,0.19805
3635,52,0.047674
3706,52,0.6585
4386,52,0.039733
5022,52,0.41111
6490,52,0.36893
6695,52,0.37998
6838,52,0.70711
7012,52,0.53067
7287,52,0.054641
7600,52,0.29514
8456,52,0.12778
8647,52,0.39094
9623,52,0.45147
9860,52,0.072804
10016,52,0.37533
10376,52,0.55183
10469,52,0.20649
11035,52,0.2956
11920,52,0.22143
12006,52,0.86824
12323,52,0.048173
13036,52,0.23787
14014,52,0.046584
14681,52,0.047956
15069,52,0.097734
15351,52,0.12074
3512,53,0.38623
6651,53,0.038319
573,54,0.1789
837,54,0.51533
863,54,0.16189
1165,54,0.092319
1840,54,0.12655
1881,54,1
2851,54,0.20615
3578,54,0.5
3846,54,0.40723
3941,54,0.050908
4803,54,0.47565
5459,54,0.033826
5499,54,0.14949
5540,54,0.10817
5977,54,0.016259
6008,54,0.31782
6866,54,0.22078
7380,54,0.19596
7392,54,0.31046
7531,54,0.12898
7568,54,0.18144
8078,54,0.36466
8096,54,0.58191
8544,54,0.12757
8625,54,0.063078
8936,54,0.508
8977,54,0.18207
9129,54,0.38376
9148,54,0.37924
9966,54,0.48809
10109,54,0.074253
10128,54,0.039783
10654,54,0.11198
10810,54,0.025783
11890,54,0.1382
12737,54,0.46108
13236,54,0.95783
13404,54,0.1413
13938,54,0.4132
14492,54,0.094557
14856,54,0.65539
14858,54,0.043396
4576,55,0.011415
5152,56,0.055598
7287,57,0.04857
13970,57,0.046012
14632,57,0.0343
766,58,0.58824
827,58,0.11812
1307,58,0.60648
1882,58,0.42759
2789,58,0.25788
2823,58,0.097497
2959,58,0.11247
3563,58,0.31403
4042,58,0.058637
5171,58,0.19369
5414,58,0.3004
5900,58,0.18966
6818,58,0.10998
8754,58,0.42712
9037,58,0.11902
11470,58,0.39775
11613,58,0.65293
11653,58,0.22557
14632,58,0.015245
15173,58,0.45691
11446,59,0.24733
13410,59,0.17678
15324,59,0.19835
3819,61,0.56921
4576,61,0.079907
5426,61,0.17252
6651,61,0.038319
8203,61,0.10099
8213,61,0.20924
8683,61,0.42533
10310,61,0.223
11267,61,0.44361
12640,61,0.59464
13868,61,0.05026
14341,61,0.36214
14342,61,0.076974
3748,62,0.042169
2870,63,0.031403
6072,64,0.036046
8136,64,0.071906
15261,64,0.061359
4244,65,0.044305
1836,66,0.146
5116,66,0.094862
8119,66,0.055153
11359,66,0.11777
13656,66,0.21183
12911,67,0.24351
14371,67,0.44992
6367,68,0.19206
7020,68,0.033132
10810,68,0.019337
14287,68,0.39073
995,70,0.076626
3153,70,0.15008
4970,70,0.041819
10068,70,0.034122
10584,70,0.086084
10807,70,0.24276
10810,70,0.038674
13484,70,0.11119
13543,70,0.306
14014,70,0.034938
14032,70,0.20044
14251,70,0.16686
15362,70,0.70711
5767,71,0.048724
4934,72,0.098117
6877,73,0.23212
6072,74,0.028837
14798,74,0.081715
883,75,0.87416
2281,75,0.11699
3202,75,0.60816
4027,75,0.068489
5711,75,0.2005
5987,75,0.26197
9018,75,0.29397
9572,75,0.21067
9710,75,0.29794
10067,75,0.38623
10086,75,0.097952
10109,75,0.074253
10128,75,0.033153
10198,75,0.38069
10636,75,0.31917
11171,75,0.10776
11241,75,0.18878
12037,75,0.42569
12822,75,0.047113
12961,75,0.069171
13458,75,0.10491
13477,75,0.51366
13611,75,0.30727
14246,75,0.40825
14572,75,0.15097
15252,75,0.099899
15280,75,0.051736
2301,76,0.11582
3127,76,0.13307
4639,76,0.028855
4727,76,0.2882
4880,76,0.70711
4901,76,0.1681
5988,76,0.081519
6651,76,0.028739
8042,76,0.086721
9311,76,0.44361
9886,76,0.034542
9990,76,0.47193
10095,76,0.076721
11160,76,0.49237
11477,76,0.27148
12369,76,0.058806
12833,76,0.33041
12903,76,0.24867
13298,76,0.075556
13898,76,0.087692
14219,76,0.39436
2274,77,0.12505
2806,77,0.60474
7584,78,0.060509
3277,79,0.26929
2231,80,0.045908
14632,80,0.011433
1672,81,0.15945
7409,83,0.52414
8224,83,0.18257
9848,83,0.016529
227,84,0.068186
1816,84,0.16813
3446,84,0.035952
6084,84,0.086594
6345,84,0.037947
6651,84,0.023949
7966,84,0.030686
8478,84,0.055885
11868,84,0.035164
13362,84,0.053848
14685,84,0.086594
14775,84,1
10745,85,0.022434
12131,86,0.19357
14779,86,0.3732
1165,88,0.10771
1917,88,0.66896
2091,88,0.44721
3168,88,0.088074
3894,88,0.093259
4382,88,0.70436
5070,88,0.065131
5452,88,0.12883
5634,88,0.21961
5636,88,0.13485
5728,88,0.44173
6861,88,0.077382
7020,88,0.053012
7474,88,0.43402
7846,88,0.15586
8829,88,0.6585
8939,88,0.042429
9570,88,0.070711
13869,88,1
14392,88,0.1336
14688,88,0.95783
10128,89,0.026522
7393,90,0.0076211
7589,90,0.081992
687,91,0.14844
3002,91,0.47303
9305,91,0.38014
10810,91,0.051566
11715,91,0.14989
11868,91,0.04923
12423,91,0.22611
13385,91,0.57735
14712,92,0.5
11573,93,0.067574
2627,94,0.19456
6422,96,0.35355
363,97,0.31917
15025,97,0.37505
15252,97,0.087411
1985,98,0.077037
9328,98,0.44308
12919,98,0.057267
12263,99,0.093659
122,100,0.14477
620,100,0.12842
738,100,1
1236,100,0.067104
1437,100,0.26307
1853,100,0.1393
2145,100,0.054782
2682,100,0.058662
3088,100,0.34528
3288,100,0.24369
5490,100,0.091299
5704,100,0.080036
6235,100,0.1328
6344,100,0.34488
6901,100,0.58421
7393,100,0.038105
7943,100,0.10585
8246,100,0.36712
9052,100,0.076095
9291,100,0.25
10040,100,0.34438
10847,100,0.28204
12072,100,0.2357
12593,100,0.40878
13065,100,0.75258
13098,100,0.10127
13484,100,0.11119
13591,100,0.40161
2231,101,0.026233
10068,101,0.047771
2524,102,0.1863
4208,102,0.26622
9169,102,0.17342
11505,102,0.1651
11837,102,0.097037
13485,102,0.37689
1620,103,0.11767
4881,103,0.11124
7619,103,0.098955
12015,103,0.045946
1788,104,0.34869
2538,104,0.70493
2548,104,0.084719
2696,104,0.098687
7913,104,0.078769
9708,104,0.087379
10294,104,0.10458
11392,104,0.095533
11789,104,0.27136
13328,104,0.088159
14273,104,0.05582
14404,104,0.048636
599,105,0.14981
2231,105,0.026233
5161,106,0.52981
477,107,0.092183
1963,107,0.050173
2067,107,0.167
2824,107,0.06455
5499,107,0.074744
6120,107,0.074816
6763,107,0.18431
6818,107,0.094269
8625,107,0.055193
9758,107,0.10025
10512,107,0.039093
10592,107,0.17452
11477,107,0.30165
13511,107,0.067454
5208,108,0.25647
6026,109,0.11513
877,110,0.45341
3507,110,0.076304
10763,110,0.28957
14654,110,0.49507
1240,111,0.34312
4846,111,0.10763
5097,111,1
7758,111,0.16458
12170,111,0.17928
12227,111,0.67884
13500,111,0.054489
13515,111,0.92848
7312,112,0.28172
14135,112,0.10667
3287,113,0.065668
4016,113,0.2753
1836,114,0.11355
1853,114,0.1393
2107,114,0.040889
2449,114,0.66742
3430,114,0.33757
3584,114,0.1541
4933,114,0.23197
6819,114,0.51261
6827,114,0.036255
7020,114,0.066264
7362,114,0.15735
8340,114,0.076934
9122,114,0.047785
9235,114,0.5232
9331,114,0.24607
10881,114,0.15533
11121,114,0.29311
11843,114,0.32991
12993,114,0.28892
13366,114,0.37052
13970,114,0.065731
14872,114,0.11659
14988,114,0.3515
2932,115,0.13239
9819,115,0.10706
6433,116,0.13467
14632,116,0.019056
3402,118,1
6651,119,0.028739
12526,119,0.31524
6556,120,0.024644
15069,120,0.054297
4105,121,0.38376
4736,121,0.090566
8406,121,0.087827
12275,121,0.22576
7544,122,0.24842
12015,122,0.039383
13573,122,0.074947
12745,123,0.062512
3305,124,1
2870,125,0.031403
7338,125,0.28459
12015,125,0.032819
4027,126,0.11986
13458,126,0.11657
496,127,0.067924
12664,127,0.37664
1191,128,0.18098
3384,128,0.23758
7331,128,0.32497
9305,128,0.22809
9643,128,0.083547
14632,128,0.0343
4042,129,0.058637
5704,129,0.056025
9052,129,0.060876
13000,129,0.074418
6084,130,0.10103
11868,130,0.042197
14014,130,0.046584
4042,131,0.045607
6357,131,0.053097
6651,131,0.033529
7393,131,0.019053
13098,131,0.050637
13169,131,0.049605
13676,131,0.088213
6044,132,0.1814
596,133,0.60132
647,133,0.41122
1761,133,0.65539
3635,133,0.047674
4212,133,0.47619
4496,133,0.3747
4716,133,0.046016
5203,133,0.37839
5377,133,0.13884
5694,133,0.43709
5830,133,0.21527
6436,133,0.75258
6490,133,0.52705
7306,133,0.30833
7600,133,0.53125
8395,133,0.3567
8990,133,0.080049
9623,133,0.45147
10830,133,0.55923
11099,133,0.34655
11207,133,0.89443
11797,133,0.70711
12272,133,0.29488
12462,133,0.52615
12963,133,0.14178
13441,133,0.33371
13909,133,0.14729
13973,133,0.50508
8458,134,0.36289
3183,135,0.45691
8253,136,0.37578
14136,137,0.042333
3122,138,0.70711
3771,138,0.27975
4873,138,0.51215
5024,138,0.22097
9598,138,0.21374
6072,139,0.0072092
5729,140,0.23466
12848,142,0.1538
2416,143,0.10677
2707,144,0.1636
5588,145,0.15442
6072,145,0.057673
842,146,0.077723
855,146,0.08737
1387,146,0.035714
2618,146,0.39557
3519,146,0.14174
4565,146,0.40825
4691,146,0.095154
5152,146,0.062548
5604,146,0.57735
6081,146,0.27794
6780,146,1
6827,146,0.018127
7062,146,0.064826
7719,146,0.29453
7981,146,0.095783
8228,146,0.085221
8353,146,0.32075
8795,146,0.099015
8887,146,0.24784
9178,146,0.075336
9279,146,0.027379
9325,146,0.28868
9460,146,0.0341
9849,146,0.035207
10506,146,0.034139
10664,146,0.19426
10690,146,0.29453
11392,146,0.081885
11426,146,0.49875
11718,146,0.061308
11863,146,1
12063,146,0.12757
12442,146,0.061085
12755,146,1
13098,146,0.037978
13648,146,0.13953
13928,146,0.12399
13970,146,0.065731
14166,146,0.8
14632,146,0.019056
14681,146,0.034255
14745,146,0.35294
15252,146,0.049949
5869,148,0.030943
9143,148,0.061292
13121,148,0.028964
219,149,0.067828
401,149,0.1326
1193,149,0.12006
2697,149,0.46932
6038,149,0.38481
7380,149,0.027995
9786,149,0.13876
10128,149,0.019892
10594,149,0.66667
12209,149,0.18945
14246,149,0.40825
5301,150,0.10793
1753,152,0.097346
2913,152,0.23063
6182,152,0.1
10079,152,0.43329
12752,152,0.044013
13868,152,0.070363
2837,154,0.073521
4806,154,0.1375
5336,154,0.20089
5453,154,0.57735
6072,154,0.028837
6651,154,0.033529
8084,154,0.10217
8293,154,0.072269
8340,154,0.067317
9013,154,0.53666
9078,154,0.09038
9587,154,0.035194
10487,154,0.14352
11552,154,1
12815,154,0.13494
14342,154,0.065978
14479,154,0.70225
14549,154,0.065826
6345,155,0.045537
11791,156,0.23187
12395,156,0.092772
12534,156,0.52414
7915,157,0.086856
14632,158,0.0038111
6549,161,0.25549
1146,162,0.56011
1610,162,0.26753
2725,162,0.19416
7259,162,0.46029
12212,162,0.37697
14878,162,0.43259
14632,163,0.026678
4922,164,0.12462
6512,166,0.22582
11137,166,0.25994
11269,166,0.61546
11742,166,0.35115
12695,166,0.096125
14632,166,0.030489
7886,167,0.046075
11868,167,0.0070328
12723,167,0.02715
13005,167,0.02749
14714,168,0.051434
15218,168,0.068319
8156,169,0.43644
1791,170,0.073721
5402,170,0.19627
4154,171,0.091044
13169,171,0.089289
12883,173,0.41404
6926,174,0.26514
3458,175,1
8069,175,0.6261
10095,175,0.067131
11837,175,0.038815
12698,175,0.099015
13694,175,0.046312
846,176,0.066396
3533,176,0.15404
3635,176,0.047674
7470,176,0.087701
9370,176,0.13357
9886,176,0.060448
12822,176,0.047113
3703,178,0.2132
9260,178,0.5111
1361,180,0.63117
3127,180,0.11644
3965,180,0.050443
4057,180,0.57735
5417,180,0.10388
5869,180,0.037132
6827,180,0.02417
7265,180,0.1282
7808,180,0.20588
7825,180,0.28636
10095,180,0.076721
10731,180,0.70711
11535,180,0.10046
13045,180,0.017201
13977,180,0.16492
2882,182,0.12506
6951,182,0.39284
7393,182,0.019053
15151,182,0.20025
6915,183,0.1644
15185,183,0.50257
441,184,0.29897
