userId,testItems
4,36553 36935 36498 7651 24773
5,16299 35750 36298 11422 24772
8,36025 27165 25158 4167 29366
9,7052 26711 4150 13846 30601
13,791 27203 19826 13684 36280
18,17569 25125 34341 1943 32208
19,22124 27211 25233 27333 28523
23,23674 27678 3711 10041 6685
26,13472 10166 29743 19666 24647
29,7889 30489 6097 32526 26278
31,20993 13814 14693 25613 4603
32,3673 20809 1969 12385 29858
33,24331 24853 32349 16087 4192
35,18145 11404 15749 24824 15357
37,31556 14103 8265 7386 18373
51,16881 20014 18247 26137 16274
52,17071 23916 17054 29089 25221
53,10488 54 23356 4475 18069
54,36317 30601 23902 27203 2264
61,21979 13685 12352 21220 12846
64,22491 27655 13133 4352 25305
69,17569 29660 27251 31555 7661
76,9 26293 24409 21697 4358
78,27389 36600 2312 7526 1768
79,17879 23667 2980 35213 20322
85,11957 25729 18157 16279 13846
89,17752 7411 22948 35377 37037
92,25613 7590 24332 26618 1288
93,9769 8133 22013 29649 4389
95,5278 33819 21546 30523 21971
100,11958 21149 24799 21753 1110
104,23916 32062 13128 7059 11442
105,19041 32695 23674 27678 34137
109,31985 5388 18633 34731 34834
110,6320 23928 26256 32831 11705
111,31707 15905 36780 4944 2815
112,23674 27738 27678 27184 25612
122,22234 16567 9407 37103 28115
126,33850 27211 25233 3711 36690
131,20924 11001 8393 33173 31444
132,9295 20653 6096 27982 4133
136,29179 26007 31561 24146 4106
140,27252 32985 18827 15650 34409
144,21386 8529 5970 22489 23181
145,19906 29388 3405 34963 8661
146,16139 18702 9220 11420 17857
151,15477 25613 32437 9082 32460
152,16558 14268 24043 6984 8000
155,28562 25128 16839 25013 10894
156,6788 9769 25743 32062 18980
160,5978 20653 32783 3839 32062
162,36789 27368 32715 30062 31852
164,16969 13857 1296 3757 23157
165,9493 18404 18982 24400 9989
166,26278 18144 11420 9240 35221
169,273 25051 21407 25743 28211
173,6788 8227 36549 25154 27730
179,33850 20458 11993 5766 24830
184,16968 30542 12559 691 17569
185,27211 25233 3711 36690 27333
186,18145 34137 16275 11404 36809
187,36920 27494 29399 21705 12096
189,22466 31572 26292 1649 10490
190,4158 14134 7079 23346 18748
191,2750 27919 36299 11656 15788
197,12457 19398 2977 8133 15107
205,11106 33154 18404 31707 21858
208,26007 33657 31850 25226 15021
209,8260 24393 21736 22228 24137
217,34203 13140 2264 13826 34199
218,16274 2475 9984 5643 35552
222,30601 13755 7466 33385 12825
223,34579 33955 25769 29542 33850
234,10930 10428 10194 19084 24451
240,30601 33385 12825 13755 6157
246,29204 4411 26292 27 8158
247,29179 6927 34137 18404 5240
250,8133 25593 2977 5481 12210
257,18455 16532 16299 34384 33302
258,34132 36298 22835 30624 23348
268,11243 9889 4132 25743 4529
269,1478 35231 2004 31857 4200
270,9413 17752 31078 4080 33885
274,25326 29742 21877 7902 35219
278,30345 7752 32918 9060 30360
281,22210 27211 36780 4944 2815
288,25048 9616 7055 18144 23064
294,18145 21395 9216 13616 14098
296,25048 29179 3711 10637 28523
299,8175 36986 29830 36148 30915
301,6329 17342 2449 14140 4041
308,23674 27678 1649 5737 15329
310,25051 18144 23624 30789 3309
312,35925 20926 12527 22716 14225
314,32062 16542 11948 7059 29689
318,36845 17886 16265 2184 19805
321,19936 36771 10335 10877 18812
326,25186 6438 22491 6312 15796
327,18144 23624 24847 26879 15444
333,23674 33446 27678 21881 11958
336,36771 10335 10877 8363 19936
337,5087 33916 12416 10936 9146
339,31985 29528 29067 12515 2129
344,23075 21668 31852 36789 17369
350,18002 30131 12671 16265 20076
353,9493 18982 25329 34428 29830
355,6814 30836 19238 13347 4080
359,16577 26049 8665 13988 23297
361,25612 26711 36298 15543 13755
364,29622 7571 29179 20652 4071
365,35377 36808 29294 35162 17200
374,4106 19116 32305 19936 15268
375,15516 5654 2281 20439 1155
376,36298 35747 8133 33182 2977
378,29179 11000 7055 10041 28900
379,14450 9623 15650 34409 29174
380,25192 29494 19723 3613 28456
383,25612 26007 26711 23798 13755
385,10166 13472 6096 24647 26708
388,29689 27210 27982 27750 34287
390,25327 36299 3828 11422 29641
393,28714 32521 6573 2744 35757
399,25743 5481 2478 4044 13578
401,23928 14134 18748 29300 2205
405,25884 32406 34844 11965 29168
412,11827 24773 27662 23314 15523
413,15159 14307 5663 20652 24830
415,5978 31694 20653 6096 32783
418,18455 24647 23919 34800 36171
431,8227 25154 7011 36549 25743
433,26048 32437 25613 15477 4389
441,24647 29921 4106 7666 33850
443,36450 27103 33132 12765 31166
445,14108 34403 15536 12660 31321
449,20924 4067 24154 15311 33040
456,25593 8133 27669 2977 4617
458,22210 25593 25743 26557 2485
459,32916 6405 32213 32591 30839
463,31565 6314 13367 9735 10751
466,17752 24146 17857 29267 2023
477,17391 10913 7862 2962 19936
478,18145 24043 29758 20351 32389
481,6788 27730 8045 23928 27678
487,31249 31970 35169 9358 34196
488,12262 2065 29179 11000 33719
491,11241 3711 10041 6685 30963
494,3401 15311 33040 23430 29999
503,33372 34960 18421 25054 13830
504,12199 27389 18702 26952 31561
508,35203 16799 16018 34409 27655
509,31249 31970 35169 9358 34196
510,27321 6096 31249 36970 1969
511,18145 26708 23430 32171 11943
516,12366 36808 35377 29294 1786
524,9769 25743 4389 8820 18980
527,19234 27730 17410 18697 16542
531,32062 7059 4353 13873 24338
532,16018 18144 18702 15550 5963
541,35150 10274 11656 1633 22469
542,16018 16265 34137 19250 13372
543,33475 32777 23261 28036 3609
549,33258 29374 10916 21898 32765
551,6788 27730 8045 26729 29179
559,33475 32777 23261 28036 3609
565,35749 2183 30109 23341 33058
568,31246 5342 12953 29864 1911
569,26007 1786 35377 29294 36808
572,10055 31246 5342 12953 9769
582,27919 26711 25593 8133 25743
589,9769 36298 4389 1112 18980
590,9685 8329 6739 6927 8079
592,16021 20926 2205 35767 27921
595,24779 26528 21376 36913 23924
599,34865 26371 8375 24994 33446
600,10041 6685 30963 33697 26292
603,34060 33616 34688 12082 26262
605,5481 2478 17931 36298 25308
606,20652 25051 13826 18153 10977
615,31985 31248 11958 17752 28520
616,32491 16018 24795 12413 26696
617,4092 4389 14150 5405 11824
621,5978 9295 11958 20653 6096
632,3825 683 8000 30350 22216
643,34134 25597 31326 12515 22228
646,32400 25732 18999 19238 17209
651,34533 36451 30609 36057 17745
652,19517 26048 35221 14950 21546
653,23461 8837 16819 11599 26711
654,21729 36707 12385 25186 1499
658,9769 25743 6788 4092 12352
659,15538 36298 9623 24773 2321
663,32062 7059 6096 2137 13873
665,34678 7660 15063 31681 14235
673,10166 13472 6097 6320 9493
675,14134 18748 2205 23874 33149
680,26711 25612 16819 23461 11599
681,22799 24830 12191 21343 20090
684,20807 8915 10565 36530 11555
691,13140 29168 25314 32261 15506
696,11003 26007 24770 29168 33585
700,24647 257 4962 7459 7766
705,36771 10335 10877 8363 19936
706,5978 9295 23058 20653 1370
710,17624 36675 10130 27594 12106
712,7011 31707 15905 18378 12662
713,12662 36171 18019 2321 32384
715,21729 36707 9889 25743 4529
717,5388 18633 34731 34834 36477
722,34132 8805 21141 11210 2712
725,4614 27919 25051 34662 17622
729,19517 26048 35221 21723 18702
733,29674 2129 10058 36894 16441
739,8820 33098 11150 14942 12112
741,33850 21225 29542 20577 25743
