userId,testItems
4,33793 25048 7889 3825 26711
5,22742 36298 34680 26295 23926
8,34963 34902 34671 34781 36668
9,26711 11238 24414 13846 30601
13,29384 34685 3265 18171 36574
18,30601 33385 33733 7011 22275
19,31572 27211 25233 34289 27333
23,37027 3711 129 26552 30963
26,25615 29743 30404 37024 30675
29,7889 30489 26278 32526 32274
31,8724 20993 14693 25613 9890
32,20809 12385 25052 34680 11422
33,9214 23439 11965 26954 15667
35,20921 18153 17087 15749 24824
37,31556 14103 8265 7386 18373
51,10490 17555 16898 10840 8058
52,23916 33040 31614 31488 36789
53,10488 54 4475 35777 9822
54,30601 23902 27203 36224 36280
61,24770 33585 32002 23348 13681
64,33055 22816 22491 27655 13133
69,29660 22816 27251 31555 7661
76,26293 17326 24409 22246 21697
78,20264 35281 34170 5032 16307
79,4066 17879 2980 35213 20322
85,25729 18157 16279 13846 17314
89,6099 18353 17752 7411 34742
92,24853 24331 24516 32349 15240
93,6570 29649 22013 2199 36920
95,30330 5554 11065 3020 33150
100,21753 12415 1110 7623 34997
104,35752 32062 35217 35233 29689
105,11419 33047 34137 33312 19250
109,35169 34731 31249 34834 36477
110,11411 34139 15 6797 22479
111,19081 33934 18672 33154 33616
112,27678 25612 26711 26416 28204
122,37142 37103 37128 37102 6693
126,31559 36292 36901 36314 17631
131,26427 11001 8393 33173 31444
132,19664 11417 19802 36588 10706
136,34168 33673 228 29179 11000
140,18827 27252 2447 36475 4893
144,23181 8529 5970 22489 21386
145,29388 34963 26709 12868 17208
146,23439 16139 18702 9220 17857
151,5108 22658 25089 24367 33476
152,16939 34368 35656 35541 32367
155,10864 19120 33451 24283 24896
156,30759 10605 27494 18450 25743
160,37142 32783 35494 35217 36588
162,26278 25743 24794 7061 35733
164,23157 26780 18999 4034 18396
165,9493 18982 25329 4051 34981
166,26278 553 29172 5480 24408
169,20921 33321 10992 32768 25743
173,6788 14484 27730 8045 25051
179,29095 8820 33098 28240 11150
184,16371 15189 16968 16058 18743
185,29169 15800 26252 30661 17557
186,33047 34137 30126 36809 8312
187,37142 21979 21951 18554 35316
189,23477 31572 26292 46 27211
190,21396 35217 4158 35233 11215
191,36299 18451 15788 23316 1123
197,28386 33576 29893 20397 24254
205,11106 28339 31707 5739 26255
208,26007 3832 27655 6847 3792
209,8260 24393 21736 26718 34413
217,20355 18738 27738 34203 30557
218,33088 1086 32781 26714 20082
222,26711 18101 25612 29009 23461
223,36171 35099 36809 36092 35343
234,12147 6669 27735 36443 36217
240,26711 11238 29414 16819 18752
246,29204 20921 33045 31572 26292
247,6927 30350 22216 34137 34793
250,19791 22816 5481 12210 10708
