userId,testItems
4,1249 12585 24773 7060 34937
5,20897 16274 2475 6927 30745
8,12513 31672 21123 28000 491
9,20215 24014 30461 33106 25180
13,16303 11945 35421 16629 29384
18,18433 35035 33147 4534 11887
19,19957 4034 20458 11993 5766
23,422 34161 15254 36220 3719
26,5879 36362 17469 24773 1742
29,26516 7976 30446 26278 15098
31,18839 8724 25945 32437 25613
32,36962 25431 28953 23575 12474
33,15667 18985 3665 14387 31967
35,21837 24824 33918 36843 27107
37,36268 30033 14292 3308 34213
51,5388 18633 34834 25406 34731
52,2835 8232 18372 12679 3343
53,32466 386 2500 27682 18401
54,27344 10433 36361 1108 4451
61,36288 29610 29429 6373 32363
64,10013 12515 13133 4352 5415
69,32314 9591 3196 4892 8242
76,5551 12267 32228 15108 13402
78,17225 16307 3943 35281 9268
79,11419 36804 18946 35551 4273
85,34222 34018 31038 22199 4930
89,36133 18353 7514 12366 31509
92,33220 6017 24516 1894 10735
93,9797 8832 30996 33602 36269
95,29311 987 25194 12512 7563
100,9059 33185 32545 23758 19077
104,34865 26371 8375 10945 1488
105,28568 25461 5554 16809 14886
109,18055 7845 34722 22056 7538
110,22530 26686 29209 9870 8228
111,7546 24557 4905 20461 23248
112,7141 15121 20561 1306 23539
122,37142 18519 36977 19900 28060
126,36559 12057 17170 33056 27280
131,31154 34312 7399 18519 36977
132,33420 28487 3807 10706 5548
136,13470 31031 34829 1600 10812
140,26673 23180 15462 16506 1690
144,35762 11213 8057 18089 8734
145,21208 36242 30513 33377 25924
146,34146 27266 16746 4642 31663
151,2264 3666 36317 3343 33
152,7709 32670 33307 36476 8417
155,25013 10178 36004 33451 15394
156,9797 8832 36269 23878 1710
160,37142 36780 4944 2815 14757
162,7615 19288 20922 4526 22714
164,16278 4839 7237 14853 15960
165,5087 26684 14276 23058 3896
166,3203 4634 8820 8825 15357
169,8158 36032 23471 20274 34315
173,6788 13226 27730 8045 14484
179,28896 8299 29986 36288 29610
184,27500 26783 28924 26476 29462
185,657 22894 36754 21753 887
186,35647 24608 20807 9441 36370
187,37142 7917 32707 28732 27757
189,5996 34710 19346 13653 20963
190,26001 4674 11215 22897 29370
191,6554 32957 33429 3044 34008
197,18218 30378 31453 17451 16881
205,21073 30024 25769 26255 6863
208,4222 20315 1434 23758 31466
209,35640 24671 7185 16892 21321
217,20355 14403 18738 33276 14940
218,19444 16274 6927 2475 26137
222,5253 33133 7465 33799 35907
223,32010 16604 19656 34899 10350
234,23936 36895 64 24466 29575
240,987 4933 32449 6518 25094
246,6292 26439 6097 34051 2760
247,5080 22559 3062 25857 16274
250,2259 410 26997 11894 13
