userId,testItems
4,11288 18691 7773 13007 9489
5,9764 20085 8269 4871 1662
8,2238 33059 9825 21851 8912
9,140 19241 29534 2196 31320
13,4744 13479 22704 24415 29640
18,2196 1118 22814 16560 9833
19,4888 535 4357 68 1556
23,1702 411 17872 23433 30610
26,4471 10936 2679 140 24987
29,1495 32167 2440 21613 22955
31,18831 12794 17126 13086 22010
32,2196 20083 31320 21386 1118
33,4946 16321 11476 1102 4069
35,7 4894 36833 25043 4146
37,11465 8124 20242 13838 5983
51,35748 21385 29670 9323 18530
52,4613 29640 29875 32317 25772
53,14844 35793 26718 24784 5457
54,33049 22817 16531 36330 2230
61,27168 9307 8714 2761 28340
64,11415 16290 11689 11450 1629
69,1092 7661 10995 16278 23
76,14591 32530 14119 4930 5900
78,22817 35626 20324 19361 3694
79,30613 12667 17084 25339 9040
85,20877 17193 2569 29640 29875
89,20092 1304 21405 15611 14029
92,3164 1854 6335 2814 681
93,5977 5983 1092 10995 5975
95,31566 5478 16291 32691 25168
100,11004 2196 31320 1118 9472
104,2185 23 18495 2211 21411
105,5705 8800 20992 29176 33048
109,21386 22814 19010 16390 29999
110,15016 1102 4069 11412 15547
111,22 18492 4363 4367 73
112,23261 12864 11592 10801 5224
122,4470 13064 4537 8912 21822
126,556 23323 4926 22802 25305
131,17872 20790 5983 11005 29521
132,12660 36904 6198 25532 18586
136,12076 11959 32513 9222 25630
140,23261 12864 11592 14584 5224
144,17961 7351 18586 20324 7420
145,31248 24917 1099 25666 20976
146,22817 8394 35626 20324 19361
151,12667 4395 26737 30100 30626
152,34976 32788 11395 13217 13800
155,8802 3402 3522 2610 5721
156,8800 15309 10750 33064 26257
160,30339 15423 24650 16782 8648
162,32044 2198 4903 6647 26635
164,22583 7421 10448 7876 18170
165,11409 23676 30606 2717 8288
166,7655 7049 7063 22477 18170
169,25735 7414 17872 4 11413
173,30784 32447 28861 8496 8263
179,4405 6588 7624 65 5430
184,12667 29642 10488 15332 21408
185,29880 29843 11730 21623 11903
186,6800 28202 9067 32791 5719
187,22 28167 23852 2270 3221
189,4405 18984 7087 42 4925
190,1358 11131 2343 12458 30201
191,3533 2619 21877 28599 1104
197,35204 22012 2280 19663 30540
205,12524 3050 8541 1231 33870
208,19371 7284 17866 9373 16290
209,33051 8398 2033 27083 408
217,12667 5009 25600 24559 29019
218,32403 20525 2617 8141 5839
222,14108 4405 20083 2712 11929
