userId,testItems
4,32578 35061 10129 23332 17913
5,6321 1060 7166 24699 32202
8,8134 30677 31290 30279 25560
9,30287 30445 24384 29569 27598
13,12812 7130 13801 25365 7998
18,1448 18741 8877 14312 516
19,3465 33944 20374 8399 19537
23,24488 22389 6821 4735 33562
26,13069 23833 3275 798 10351
29,24217 21284 31496 1041 2037
31,17126 19798 2462 31446 33526
32,25987 17924 15112 2270 20477
33,26098 28346 6539 28738 10620
35,12866 2911 36350 34636 9196
37,26550 30785 27731 33473 14059
51,20941 15973 10179 33195 24547
52,11557 512 31800 27911 28294
53,6612 17925 11429 29833 13160
54,25952 25468 24361 35828 21562
61,13782 7926 21739 9514 15979
64,15973 8216 26332 30486 27314
69,18190 34119 17456 32784 2417
76,36163 11863 6942 9477 17411
78,35300 26739 15721 33944 27178
79,10734 2134 21195 36708 10698
85,876 33473 9711 1899 28477
89,21157 30785 36700 27731 6908
92,3164 19907 11317 16091 21926
93,33628 14738 4554 23980 30764
95,4735 17833 36204 35486 7923
100,12535 19267 20532 17772 16715
104,11916 8867 4523 19224 10149
105,17782 35061 9196 29698 19953
109,29046 2623 2561 37065 31341
110,9973 22482 32958 11474 15306
111,12866 24716 27009 28199 33173
112,6612 13160 21126 30815 12918
122,26491 13214 18389 1060 24699
126,25967 24473 3501 16421 31925
131,30603 27152 14648 19494 18522
132,2376 28572 2912 21525 15043
136,21412 12102 12873 3398 9980
140,22104 26550 11328 3465 16013
144,36496 34813 14331 33702 13124
145,18439 31345 33303 20496 25777
146,21412 8394 3398 12873 30358
151,35775 12653 7241 35903 30833
152,36337 22482 30789 12587 2565
155,10232 613 22908 27547 31568
156,33628 14738 4554 23980 29178
160,2375 10320 30475 14913 26831
162,22592 24999 5946 26370 32430
164,52 4173 5611 20620 23617
165,6478 8173 6631 34160 16091
166,1073 3203 30701 21833 5039
169,22533 17885 33115 20796 27275
173,3584 23081 9576 10410 19345
179,31341 2561 37065 2623 1397
184,10262 22504 21157 7114 34740
185,473 12556 29885 15959 36557
186,30265 31601 8336 26808 12523
187,639 37033 1686 17364 5003
189,31992 17655 15042 29311 6158
190,2325 12509 27004 26343 16981
191,21877 28599 31589 25013 32520
197,14588 34574 17480 27088 26489
205,12362 35738 616 27726 2030
208,27847 33780 27071 17540 28089
209,12492 19718 24834 16411 11525
217,10523 25363 35175 25973 28220
218,13069 23833 1192 34740 3275
222,30435 35061 24413 36264 5360
223,13173 16766 14668 10261 26485
234,20941 8216 27314 33266 24488
240,14583 17833 35281 18514 10574
246,12952 33693 9723 29099 20867
247,269 28431 35738 26550 3849
250,4140 29296 33389 33473 22466
257,7274 32674 33398 27131 718
258,30487 14993 4796 14125 15870
268,33132 30837 5290 7278 29679
269,32802 5591 6744 10087 16546
270,18522 34653 24384 27122 19351
274,24807 23223 9711 35886 35999
278,17429 15971 12997 24626 36583
281,1076 15743 1873 34595 24547
288,36587 18106 21874 20101 22292
294,19127 22976 19241 30087 19043
296,18741 35061 7521 24342 8809
299,26666 33811 30834 36982 6224
301,1037 3209 36155 16104 13202
308,17383 18200 13264 35917 10651
310,17321 17794 10944 18518 27150
312,14381 5054 14705 8425 9243
314,30453 15721 25729 33613 24028
318,21403 5499 16013 27460 10431
321,29642 26736 29650 25055 27477
326,4756 6468 36192 26486 18217
327,30261 7698 7668 16325 34766
333,16825 25329 3174 6237 2553
336,33546 36967 8978 10021 28879
337,29577 11107 14111 34156 12426
339,31341 29046 2623 21495 1397
344,6442 18591 33319 16187 2421
350,30616 30185 22093 36463 36708
353,20780 6314 36855 269 28431
355,13963 18755 23843 679 18437
359,17759 33757 32860 31129 33917
361,7274 32674 33398 718 27131
364,1192 25925 19705 24853 18716
365,14227 8606 31235 12270 5161
374,9233 28946 17055 20941 33266
375,2911 16713 19987 14634 34989
376,19409 2112 8698 2446 24704
378,17011 18063 27753 17756 10278
379,3659 30288 34765 31073 24256
380,23223 9711 35886 26585 5649
383,29521 24198 36708 16091 4756
385,16314 22007 34421 10480 30370
388,18497 560 3356 8001 3670
390,14125 25759 33115 21906 19597
393,3069 23372 31082 30556 22778
399,15973 10685 8216 5494 27507
401,26147 28761 11868 3456 15108
405,33473 21360 12354 29762 20675
