userId,testItems
4,35061 32400 29736 10129 25397
5,6321 24699 32202 7166 31800
8,19430 14716 36835 3981 8244
9,33473 11958 3674 33389 17209
13,14387 16901 15469 15016 1220
18,7617 23881 22909 21739 15979
19,8399 28905 33325 33944 24063
23,31835 11592 33562 19839 12418
26,31112 9607 23833 13069 798
29,653 19270 14322 2037 21284
31,20621 33526 2462 35667 23203
32,20993 31450 18641 24385 20398
33,26098 6539 28738 19370 28346
35,19669 34141 15202 2640 20365
37,36409 31247 11465 3825 35627
51,20941 15973 8216 2751 30645
52,23438 2260 37101 35844 5593
53,18700 30953 24784 3022 22839
54,12077 36708 29521 33040 26175
61,21739 15979 30119 1900 27711
64,8939 36537 23070 12200 23033
69,24574 6417 816 545 7661
76,14591 36163 6199 11863 8488
78,33944 25675 26934 35300 26739
79,35455 22900 25425 15750 35423
85,22002 33780 25740 2462 22328
89,37093 11624 21157 30785 31542
92,19907 3164 17472 14879 21051
93,14709 17732 689 3545 19578
95,17833 28546 1397 31341 26621
100,16085 20399 21747 18716 25637
104,18301 11984 33145 25556 21642
105,23881 2339 11592 12418 7521
109,9239 17198 11042 15615 3993
110,14387 16901 4081 15016 23137
111,7653 17043 28431 2911 30005
112,36872 33998 12918 32251 20018
122,26627 1592 8599 25003 29030
126,34828 34429 23849 35266 35566
131,2541 35656 27152 14324 36370
132,2912 26596 17841 14644 15043
136,27828 6708 14932 16690 12264
140,30641 32636 33546 26550 22104
144,33702 13124 34813 14331 31272
145,37131 36388 18439 20496 25777
146,23277 21091 30358 3398 12873
151,12354 16207 5175 21360 24740
152,12457 31274 27409 33783 12454
155,7920 28860 14006 698 28479
156,17815 5485 27352 2751 14591
160,2235 7824 2861 10296 36714
162,5946 11170 16886 18807 34484
164,20796 10275 10865 28518 9669
165,9629 29881 19786 16791 16197
166,9146 30401 20796 18522 35379
169,33115 20796 17885 22533 27275
173,2068 18016 6446 562 32447
179,21495 1397 2623 37065 31341
184,30130 33577 29754 2714 36086
185,18653 36557 6320 28900 30244
186,9893 22003 2143 17475 29403
187,15779 12670 14823 17861 784
189,14707 27777 21021 4228 14879
190,20264 36165 21394 20018 22739
191,14455 28642 33858 7617 33319
197,4123 16738 11017 25056 35889
205,26491 27726 28431 33870 35738
208,7114 13920 36291 7903 2148
209,12492 36163 11446 22918 19718
217,447 21462 31267 21289 6645
218,32407 34740 1192 26748 17763
222,27777 396 21756 2966 23850
223,2608 21739 8146 36723 9514
234,26550 35480 34168 33282 30785
240,17833 24918 26652 3627 24971
246,25196 15792 22096 26975 24182
247,26550 3849 28431 11518 10961
250,36323 33473 33389 4140 29296
257,35029 20352 3605 7287 19705
258,16646 4348 22634 36397 33561
268,33132 34978 7278 29679 32400
269,24680 36496 16546 5533 27527
270,25446 3527 22700 14513 27122
274,35999 34530 28601 35649 9420
278,6956 31617 17748 13974 2871
281,6561 30964 24266 10961 31172
288,36270 5729 21874 32800 35445
294,23435 25601 9362 30233 32923
296,18741 23881 35061 32301 18039
299,22002 35745 16791 26010 25340
301,36781 34746 7763 9105 36952
308,23332 18826 14601 21704 30578
310,36957 2375 28577 4681 13264
312,9243 21470 5054 8425 33628
314,64 32337 5066 25858 28678
318,33890 32202 6321 1060 35874
321,33116 26486 18217 25445 4756
326,21653 18217 9735 12146 26486
327,31925 34118 21996 6461 19224
333,9415 2553 16825 3174 6237
336,32591 28587 23188 36248 28601
337,11107 14111 19543 13011 16302
339,1397 37065 21495 2623 33199
344,30909 33861 5697 33800 29730
350,36463 30832 11965 33864 34958
353,15542 24195 21378 15870 35769
355,26550 9146 28431 12362 33282
359,31129 33757 27837 10753 3967
361,32674 27131 19268 8759 33145
364,24853 12260 21739 26713 1192
365,9676 36144 25103 10 3100
374,22300 32523 11116 27369 3965
375,12389 10227 12390 29190 13264
376,2112 8698 31254 2446 24704
378,2541 36370 18522 35379 35333
379,31073 24225 36434 3659 24256
380,34462 23223 35886 27929 14128
383,6468 12077 36192 36708 29521
385,13473 30370 19999 22007 34421
388,11246 31929 6587 12651 19582
390,23850 33724 33648 35867 18522
393,3069 22778 21676 19186 12604
399,2751 33266 30645 27314 23245
401,10203 4976 2909 24589 34164
405,33473 21360 12354 36955 29762
412,36194 18451 31710 22960 328
413,7241 17380 31835 36855 19839
