userId,testItems
4,3406 32400 29736 34531 26713
5,24399 27232 35464 34623 26097
8,19430 8145 24217 37020 31845
9,30445 11958 30009 27793 17209
13,1220 14387 21271 15242 15469
18,18741 7617 14312 24391 14647
19,3465 20374 24773 13575 11510
23,1306 16451 6258 22029 11592
26,16388 3406 13691 66 20271
29,1495 24398 32167 2037 21613
31,16928 33780 6258 10454 17126
32,17924 24385 18165 14085 11922
33,26098 6539 28738 28346 10620
35,15333 22700 15202 2355 1988
37,3825 35627 2189 29887 33165
51,33195 20941 15973 14820 36674
52,512 817 12869 33314 17335
53,17068 36902 14844 22839 24784
54,21562 18452 15311 5499 10452
61,13782 7926 18622 23833 31572
64,31556 17625 20885 31517 18111
69,18190 17456 32784 34119 29559
76,14591 11111 36163 6199 20451
78,23435 12866 31695 23433 5349
79,16790 17618 22549 14555 9534
85,22002 10454 14820 25740 2462
89,24158 24517 32407 26002 16016
92,19907 3164 36061 31314 5499
93,30764 14458 28244 23313 19578
95,36204 17833 1755 13977 17082
100,14579 21747 35495 24410 21151
104,29177 2185 805 6309 25556
105,35510 23433 28582 26951 22211
109,27352 11043 31535 26124 18430
110,21271 4081 1476 16901 5861
111,29026 24716 30270 12866 19534
112,19912 28213 23188 24658 36334
122,13385 5963 11921 7519 36695
126,36337 36979 31925 33963 25967
131,687 20790 17752 29656 25196
132,2912 13510 17841 1814 25096
136,7402 5485 35495 21151 21433
140,36234 15246 18303 26550 32287
144,13388 4369 34813 18448 3917
145,29857 9350 22361 25609 22009
146,29041 8394 3398 12516 29383
151,13909 33707 25513 23506 35775
152,27793 35328 35315 21045 34686
155,31388 4012 25526 4283 6179
156,2751 14591 26956 13320 30645
160,18453 23056 2861 36714 2235
162,26370 32430 5569 15738 1173
164,1141 2050 13214 22583 26708
165,19786 16791 23928 25340 7398
166,22002 36317 36924 35775 30603
169,17885 33115 20796 27275 4
173,19345 20945 20283 17781 1709
179,20959 36248 102 37065 1397
184,17351 3840 23012 10262 30130
185,36557 13406 11000 27793 19109
186,22003 28202 15760 8784 26268
187,35315 35328 34090 5138 35675
189,17074 4925 32019 30709 27152
190,12196 33998 34266 37030 20797
191,32520 6203 13754 4257 14238
197,31604 6363 27088 7289 33788
205,7889 26491 8541 33870 1162
208,33780 22002 36291 16013 32615
209,36163 36468 14583 16129 18576
217,33158 447 5042 22261 18465
218,12870 20208 676 27257 824
222,33598 30622 20888 23850 4939
223,13440 36223 6772 24391 31572
234,33424 35903 4122 11648 4382
240,17833 6800 28202 13847 9067
246,23816 12952 15788 15792 20907
247,551 26550 32287 11237 11392
250,4140 29296 33389 33473 22466
257,23912 28213 25572 17033 36872
258,14993 13141 16270 30119 573
268,15847 32400 30837 22482 29659
269,10045 11952 11520 11282 36718
270,3216 28642 14629 37034 738
274,19199 8468 35999 10170 14912
278,23047 36583 18991 15047 29145
281,16585 26411 21412 12102 36659
288,18106 27916 36908 16030 28214
294,19241 5 23904 34136 14556
296,35510 29461 32836 26623 8809
299,20495 33811 36907 19544 17611
301,28162 36952 7763 29306 34746
308,33055 15678 33885 6459 23332
310,36835 27497 30599 6292 16544
312,36543 21470 23195 17692 3219
314,30453 24422 15758 64 12023
318,24399 21130 21268 1765 6321
321,7402 4374 36890 31329 34357
326,36297 26486 30616 7461 22040
327,22482 14098 34118 33037 21996
333,35688 27430 1430 20996 27431
336,26550 28213 18165 12641 21167
337,34156 25536 14111 4883 33555
339,27604 1397 23775 34509 102
344,33861 4406 5697 4136 8028
350,36463 11959 14101 560 16281
353,27916 8261 5 15542 34136
355,26550 18297 32287 11237 15652
359,31791 31770 30876 30448 21024
361,35809 23498 27016 2747 28909
364,26713 9514 19682 6734 1192
365,18240 30453 4991 31830 35761
374,28946 17055 28775 5884 26428
375,12389 12390 32524 18146 26553
376,2446 24704 7758 19658 20064
378,29656 11661 28477 30603 15316
379,31073 34411 28213 31680 27098
380,4893 17037 26651 30176 35317
383,36708 10698 5499 16091 26486
385,29043 16262 22482 22007 34531
388,560 3356 12651 33569 36334
390,24772 30600 30603 22473 21381
393,3069 22778 30320 34473 36110
399,2751 5227 24391 14820 5485
401,26147 28761 11868 16148 3456
405,10804 20518 3223 22290 33379
412,36194 25194 31710 11406 28736
413,19345 24488 22389 14464 34090
415,23194 21271 15242 4200 394
418,10327 10695 30137 4261 18404
431,36882 14734 22002 17607 33044
433,31107 26332 30486 32287 12502
441,1141 22272 15257 19937 4295
443,29656 6565 29637 30603 34167
445,29862 7528 6675 8270 27908
449,23011 36907 19235 11422 1638
456,8806 29383 12873 21740 5245
458,32069 429 7408 13830 31087
459,34614 2915 1217 29736 8475
463,19242 19532 12641 34124 36552
466,36056 28586 11237 26420 32537
477,960 23506 36552 26147 11868
478,9893 22003 13837 8671 33175
481,14598 21136 11693 2697 20870
487,29177 27491 11237 36317 19534
488,15894 11830 33879 13846 6787
491,15932 24918 5834 17833 9949
494,36705 19785 3163 24274 21273
503,36745 15596 12866 10454 36589
504,36212 4725 11964 15732 31275
508,24914 26417 10879 27660 10576
509,34406 28221 36607 16788 4622
510,13137 27562 4064 10565 29115
511,10865 28518 33526 29341 27776
516,19871 13630 26639 11665 9179
524,22272 29341 15257 33598 30616
527,24853 34134 21199 24986 36401
531,17480 30970 15788 7417 16644
532,35381 28672 11648 26276 6203
541,7653 20086 17072 6829 534
542,16781 14565 36855 30082 16569
543,28707 33073 499 10169 7966
549,26822 4984 33963 28121 17343
551,35579 36061 5697 30616 16518
559,26707 28034 16134 29871 16027
565,19229 22711 20435 36136 14607
568,7489 7889 34129 33870 21740
569,16368 16272 25730 29636 32736
572,25048 11409 8810 14097 7062
582,26547 15299 25740 23670 24772
589,22002 17607 33044 21747 27508
590,11837 28587 22895 5963 29224
592,33314 13349 13132 25083 9272
595,28909 26013 36835 27662 8275
599,20683 23489 13042 23935 27488
600,26547 32777 18422 22482 25593
603,3456 9045 25634 35592 14839
605,24391 23338 25278 31572 14820
606,12264 51 64 35582 25839
615,19665 24519 33443 279 34813
616,21129 17341 15177 5696 35379
617,33963 34326 36998 10572 36337
621,32401 34963 33441 3156 23304
632,5085 22781 35140 23134 29199
643,31924 32904 11966 17881 35761
646,16141 15727 25735 7414 35629
651,24019 27163 22509 571 33523
652,36204 26212 10824 1829 18967
653,4348 34389 19839 25059 13141
654,14815 34842 4049 25213 27193
658,12866 29386 546 20513 36713
659,12882 31910 7744 4380 24447
663,37065 1397 14780 36903 27352
665,22002 12196 16790 34530 11661
673,20024 29387 15780 19192 32345
675,26316 28446 24727 33217 35966
680,35066 18453 3826 10452 10734
681,10701 5970 34260 25736 2597
684,24164 10278 4411 15337 14289
691,27497 3271 9484 21378 35775
696,7889 36587 21429 15519 7870
700,33526 7584 35129 7967 30728
705,23012 10893 16730 6258 36204
706,4532 11259 23930 35760 8649
710,4064 9354 36856 17380 7001
712,7461 21846 9607 4532 20757
713,34960 19911 29046 22028 30771
715,28338 2134 25731 24651 8201
717,19196 26285 24372 22395 34772
722,28568 34740 19163 24626 28190
725,820 23794 3939 24388 35208
729,20279 20131 28560 22717 27114
733,32337 31288 24422 26323 28301
739,10032 27929 4877 25560 20619
741,28213 32591 36248 23188 22806
744,31211 21883 17132 18652 27431
747,32521 24039 23883 14662 26263
750,269 6111 551 26550 32287
757,26657 25735 11413 36835 36913
759,8394 11273 19241 6314 15792
761,16942 2458 29271 13160 21068
773,2266 14565 1471 7902 15325
777,25886 22002 34847 36055 7903
780,7181 16616 31914 29754 35065
782,16022 30839 10698 10452 20084
784,26278 7147 30172 26037 13021
787,36234 29046 2071 2623 26621
788,14118 20256 21644 27885 10865
789,31686 33861 11408 24447 33800
791,14885 13755 7507 383 31129
792,22001 19232 31454 18422 33236
796,17991 12196 22002 11661 15183
801,11392 25833 24658 19794 22570
806,10491 11413 15299 24428 25290
808,11651 36843 30616 28213 25744
810,36998 13547 34406 33441 16940
813,14480 20513 26278 4379 7632
816,35309 32738 34623 36612 33753
820,26331 13546 33745 366 15371
826,19839 24668 31831 6459 7086
827,24589 33963 30294 20018 1495
828,30603 18522 28477 18756 10389
831,19594 15534 28848 6204 16567
833,34462 5926 25597 31312 26951
834,21381 11870 25675 4440 31914
835,17876 826 14835 27231 1393
839,14138 25553 30438 14091 35220
850,4526 13354 8529 9084 18978
852,28966 28203 4787 29824 13539
853,28461 17607 11661 1899 6846
854,31825 23913 32520 1765 21268
857,13141 17335 6314 7874 573
862,2108 960 31915 33780 8129
867,2509 32591 29382 891 17210
869,7179 22002 5 4617 7903
873,2751 21126 18710 5482 11406
874,27186 17602 22208 276 20327
879,33211 9833 8904 25512 33708
883,20325 33261 24368 34817 1450
884,7414 25886 33443 16793 13264
886,15649 9221 29268 33398 29888
888,17476 12962 27675 27731 35534
890,18453 35390 33598 26428 29260
899,17482 6914 18296 681 14237
900,17911 34478 23930 20757 25090
905,23068 34686 32263 35768 2720
