userId,testItems
4,9893 16141 20790 8261 37030
5,24399 27232 35464 34623 26097
8,19430 8145 24217 31845 37020
9,30445 11958 30009 27793 17209
13,14387 15469 4081 16901 15016
18,18741 7617 14312 24391 14647
19,3465 20374 24773 13575 11510
23,1306 16451 6258 22029 11592
26,16388 3406 13691 66 20271
29,1495 24398 32167 2037 21613
31,16928 33780 6258 10454 31446
32,17924 24385 18165 14085 11922
33,26098 6539 28738 28346 10620
35,15333 22700 2355 2640 20365
37,35627 4522 2189 33165 389
51,33195 20941 15973 30645 17055
52,512 12869 33314 17335 5487
53,17068 24784 4362 10854 5696
54,21562 18452 15311 5499 10452
61,13782 7926 18622 23833 31572
64,31556 17625 20885 31517 18111
69,18190 17456 32784 34119 29559
76,14591 36163 6199 13482 262
78,23435 12866 31695 23433 5349
79,16790 17618 22549 14555 9534
85,22002 10454 14820 25740 2462
89,24158 24517 32407 26002 16016
92,19907 36061 31314 17069 26836
93,30764 14458 28244 23313 19578
95,36204 17833 17082 1755 13977
100,14579 21747 35495 24410 21151
104,29177 2185 805 6309 25556
105,35510 23433 28582 26951 22211
109,27352 11043 3800 35777 8909
110,4081 16901 14387 33766 15016
111,29026 24716 30270 12866 19534
112,33998 19912 16942 28213 23188
122,13385 5963 11921 7519 36695
126,36337 36979 31925 33963 25967
131,687 20790 17752 29656 25196
132,2912 2957 4197 32162 30719
136,7402 5697 16518 5485 35495
140,36234 1 15246 18303 26550
144,13388 4369 18448 3917 22017
145,29857 9350 22361 21872 1656
146,29041 3398 12516 9354 29383
151,13909 33707 25513 23506 35775
152,27793 35328 35315 21045 34686
155,31388 4012 28860 15120 28792
156,2751 14591 14820 18427 5485
160,2861 14239 26688 36043 26969
162,26370 32430 5569 15738 1173
164,1141 2050 13214 26708 28876
165,19786 20323 26979 35717 20622
166,22002 36317 36924 35775 30603
169,17885 33115 20796 27275 4
173,19345 20945 20283 17781 1709
179,20959 36248 37065 31304 2623
184,17351 3840 23012 10262 30130
185,13406 36557 11000 27793 19109
186,22003 28202 15760 8784 26268
187,35315 35328 34090 5138 35675
189,17074 4925 32019 30709 27152
190,36165 12196 33998 7290 12384
191,14108 32520 33858 21395 6203
197,31604 27088 7289 6363 18695
205,7889 26491 33870 616 6314
208,33780 22002 18174 16013 34153
209,36163 36468 14583 16129 18576
217,4081 33158 35101 31915 5042
218,3164 32407 26713 676 14579
222,33598 30622 20888 23850 4939
223,13440 36223 6772 24391 31572
234,33424 35903 4122 11648 4382
240,17833 6321 6800 28202 13847
246,23816 12952 15788 15792 20907
247,551 26550 32287 11237 6314
250,4140 29296 33389 33473 22466
257,28213 17033 36872 21167 15514
258,14993 13141 16270 30119 573
268,15847 32400 30837 22482 29659
269,11520 11282 31226 15879 9743
270,3216 28642 14629 14513 37034
274,19199 20389 8468 23253 34530
278,23047 36583 15047 29145 3317
281,16585 26411 21412 12102 36659
288,18106 18453 32777 15542 36908
294,19241 5 23904 34136 14556
296,35510 29461 32836 26623 8809
299,20495 33811 36907 19544 17611
301,28162 36952 7763 29306 34746
308,33055 15678 33885 6459 23332
310,8148 11673 3314 6543 27941
312,36543 23195 32231 2267 22420
314,30453 24422 15758 64 12023
318,24399 21130 21268 1765 6321
321,7402 4374 7617 9735 36890
326,22093 12077 612 26486 30616
327,22482 14098 34118 33037 21996
333,35688 27430 1430 20996 27431
336,36061 32287 28213 18165 12641
337,34156 25536 14111 4883 16302
339,27604 1397 23775 34509 102
344,33861 4406 5697 4136 8028
350,36463 11959 14101 560 16281
353,27916 8261 5 15542 34136
355,26550 18297 32287 11237 15652
359,31791 31770 30876 30448 21024
361,35809 23498 27016 2747 28909
364,4886 3826 35630 12870 25730
365,18240 30453 4991 31830 35761
374,28946 17055 28775 5884 26428
375,12389 12390 32524 18146 26553
376,33597 36102 32334 19658 20064
378,5696 14142 36812 36349 15351
379,31073 34411 28213 31680 27098
380,4893 17037 26651 30176 35317
383,29742 36708 10698 5499 26486
385,29043 16262 22482 34531 8143
388,560 3356 11649 2988 11246
390,24772 30600 30603 22473 21381
393,3069 22778 30320 34473 36110
399,2751 5227 24391 14820 5485
401,26147 28761 11868 3456 16148
405,10804 20518 3223 22290 33379
412,36194 27793 4257 25194 7872
413,19345 24488 14464 34090 22389
415,23194 21271 15242 4200 394
418,10327 10695 30137 4261 18404
