userId,testItems
4,35061 32400 29736 10129 25397
5,6321 24699 32202 7166 31800
8,19430 36835 8244 25194 34024
9,33473 11958 33389 17209 10692
13,14387 16901 15469 15016 1220
18,7617 23881 22909 21739 15979
19,8399 28905 33325 33944 33034
23,31835 11592 33562 19839 12418
26,31112 23833 13069 798 35380
29,653 19270 2037 21284 1041
31,20621 33526 2462 35667 23203
32,20993 31450 18641 24385 20398
33,26098 6539 28738 28346 10620
35,19669 15202 2640 20365 1988
37,31247 11465 3825 35627 16581
51,20941 15973 2751 30645 33648
52,23438 2260 37101 35844 5593
53,18700 30953 24784 3022 22839
54,36708 29521 33040 26175 21378
61,21739 15979 30119 1900 27711
64,8939 36537 23070 23033 928
69,24574 6417 28336 816 545
76,14591 6199 36163 11863 8488
78,33944 25675 26934 35300 26739
79,35455 22900 25425 15750 35423
85,22002 25740 2462 22328 20620
89,37093 21157 30785 31542 6908
92,19907 3164 14879 21051 24589
93,21334 22652 14709 22272 17732
95,17833 28546 1397 31341 26621
100,16085 25637 30578 20399 21747
104,18301 33145 25556 21642 2893
105,23881 11592 12418 7521 29698
109,17198 11042 15615 3993 15103
110,14387 16901 4081 15016 33766
111,7653 17043 28431 30005 36401
112,33998 12918 32251 20018 13160
122,25003 29030 20924 24136 4514
126,34828 34429 23849 35266 35566
131,35656 27152 14324 36370 8202
132,2912 17841 14644 15043 21525
136,27828 6708 16690 12264 27972
140,30641 33546 26550 22104 28431
144,33702 13124 34813 14331 31272
145,37131 36388 18439 20496 25777
146,23277 21091 30358 3398 12873
151,12354 16207 5175 21360 24740
152,29271 14579 30358 31569 29355
155,7920 28860 14006 698 31568
156,5485 2751 14591 19434 11830
160,2235 2861 10296 36714 8110
162,5946 16886 18807 19800 16453
164,20796 10275 28518 9669 29341
165,29881 19786 16791 16197 23928
166,9146 20796 18522 35379 15652
169,33115 20796 17885 22533 27275
173,2068 18016 6446 562 32447
179,1397 2623 37065 31341 2561
184,30130 33577 29754 2714 36086
185,36557 6320 28900 30244 24293
186,22003 2143 17475 29403 16845
187,12670 14823 17861 784 26383
189,14879 35867 27777 21021 11879
190,36165 21394 20018 22739 30815
191,28642 33858 7617 33319 28516
197,16738 11017 25056 35889 6363
205,26491 27726 28431 33870 35738
208,7114 13920 36291 2148 11064
209,12492 36163 11446 22918 19718
217,447 21462 21289 6645 22261
218,32407 34740 1192 26748 31983
222,23850 27777 396 21756 13776
223,2608 21739 8146 9514 23480
234,26550 35480 34168 30785 27731
240,17833 7086 32202 26652 19396
246,15792 22096 26975 24182 33242
247,26550 3849 28431 11518 10961
250,36323 33473 29296 33389 4140
257,35029 20352 3605 19705 34555
258,16646 4348 22634 36397 33561
268,33132 34978 7278 29679 32400
269,24680 36496 16546 5533 27527
270,25446 22700 14513 27122 12758
274,35999 34530 28601 35649 5649
278,6956 31617 17748 13974 2871
281,30964 24266 10961 31172 28084
288,36270 21874 32800 35445 20101
294,23435 25601 9362 30233 24195
296,18741 23881 35061 32301 18039
299,22002 16791 26010 25340 23928
301,34746 7763 9105 36952 28162
308,23332 14601 21704 30578 34289
310,2375 28577 4681 13264 36835
312,9243 21470 5054 8425 33628
314,64 5066 25858 28678 6357
318,33890 32202 6321 1060 31970
321,33116 26486 18217 25445 4756
326,21653 18217 9735 12146 26486
327,31925 34118 21996 6461 17400
333,2553 16825 3174 6237 35970
336,32591 28587 23188 36248 28601
337,11107 14111 13011 16302 33555
339,1397 21495 2623 33199 29046
344,30909 33861 5697 33800 17575
350,36463 30832 34071 11965 21065
353,15542 21378 15870 35769 33028
355,26550 9146 12362 33282 23571
359,31129 33757 27837 3967 17759
361,32674 27131 19268 33145 7274
364,24853 12260 21739 26713 1192
365,36144 25103 10 3100 2762
374,22300 32523 11116 27369 3965
375,12389 10227 27889 12390 29190
376,2112 8698 2446 24704 19409
378,2541 36370 18522 35379 35333
379,31073 24225 36434 3659 24256
380,34462 23223 35886 27929 14128
383,6468 36192 36708 29521 24198
385,30370 19999 22007 34421 5603
388,29191 11246 31929 6587 12651
390,23850 33724 33648 35867 18522
393,3069 22778 19186 12604 21747
399,2751 33266 30645 27314 23245
401,4976 2909 24589 24057 20962
405,33473 21360 12354 36955 29762
412,36194 18451 31710 328 33396
413,7241 17380 31835 36855 19839
